Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides JEKO-KO1	Peptides JEKO-KO2	Peptides JEKO-KO3	Peptides JEKO-WT1	Peptides JEKO-WT2	Peptides JEKO-WT3	Razor + unique peptides JEKO-KO1	Razor + unique peptides JEKO-KO2	Razor + unique peptides JEKO-KO3	Razor + unique peptides JEKO-WT1	Razor + unique peptides JEKO-WT2	Razor + unique peptides JEKO-WT3	Unique peptides JEKO-KO1	Unique peptides JEKO-KO2	Unique peptides JEKO-KO3	Unique peptides JEKO-WT1	Unique peptides JEKO-WT2	Unique peptides JEKO-WT3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Identification type JEKO-KO1	Identification type JEKO-KO2	Identification type JEKO-KO3	Identification type JEKO-WT1	Identification type JEKO-WT2	Identification type JEKO-WT3	Sequence coverage JEKO-KO1 [%]	Sequence coverage JEKO-KO2 [%]	Sequence coverage JEKO-KO3 [%]	Sequence coverage JEKO-WT1 [%]	Sequence coverage JEKO-WT2 [%]	Sequence coverage JEKO-WT3 [%]	Intensity	Intensity JEKO-KO1	Intensity JEKO-KO2	Intensity JEKO-KO3	Intensity JEKO-WT1	Intensity JEKO-WT2	Intensity JEKO-WT3	iBAQ	iBAQ JEKO-KO1	iBAQ JEKO-KO2	iBAQ JEKO-KO3	iBAQ JEKO-WT1	iBAQ JEKO-WT2	iBAQ JEKO-WT3	LFQ intensity JEKO-KO1	LFQ intensity JEKO-KO2	LFQ intensity JEKO-KO3	LFQ intensity JEKO-WT1	LFQ intensity JEKO-WT2	LFQ intensity JEKO-WT3	MS/MS Count JEKO-KO1	MS/MS Count JEKO-KO2	MS/MS Count JEKO-KO3	MS/MS Count JEKO-WT1	MS/MS Count JEKO-WT2	MS/MS Count JEKO-WT3	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|P56134|ATPK_HUMAN	sp|P56134|ATPK_HUMAN	1	1	1	>sp|P56134|ATPK_HUMAN ATP synthase subunit f, mitochondrial OS=Homo sapiens GN=ATP5J2 PE=1 SV=3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13.8	13.8	13.8	10.918	94	94	0.0097087	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	13.8	13.8	13.8	13.8	13.8	13.8	2392900	303930	733200	420400	294060	387580	253730	598220	75983	183300	105100	73515	96894	63433	0	0	0	0	0	193450	1	1	1	1	1	1	6				1214	2519	True	2592	15210;15211;15212;15213;15214;15215	14695;14696;14697;14698;14699;14700	14695		
sp|P56182|RRP1_HUMAN	sp|P56182|RRP1_HUMAN	2	2	2	>sp|P56182|RRP1_HUMAN Ribosomal RNA processing protein 1 homolog A OS=Homo sapiens GN=RRP1 PE=1 SV=1	1	2	2	2	2	0	0	2	2	2	2	0	0	2	2	2	2	0	0	2	2	2	4.6	4.6	4.6	52.839	461	461	0.0027668	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	4.6	0	0	4.6	4.6	4.6	8686100	1437000	0	0	2081800	3027900	2139500	347450	57479	0	0	83271	121120	85579	0	0	0	0	0	1631200	0	0	0	1	0	0	1				1215	432;10352	True;True	439;10628	2483;2484;2485;2486;63882;63883;63884;63885	2354;62448	2354;62448		
sp|P56192|SYMC_HUMAN	sp|P56192|SYMC_HUMAN	29	29	29	>sp|P56192|SYMC_HUMAN Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=2	1	29	29	29	26	28	26	27	27	29	26	28	26	27	27	29	26	28	26	27	27	29	37.4	37.4	37.4	101.11	900	900	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	35.7	36.4	34.8	35	36.4	37.4	669120000	62894000	176060000	85256000	80788000	126740000	137390000	16320000	1534000	4294000	2079400	1970400	3091200	3350900	81116000	119000000	84996000	76108000	93085000	106080000	19	36	26	27	29	35	172				1216	84;567;1074;1259;5172;5785;6596;7544;7545;9392;9896;9897;10819;11024;11389;13847;14327;14830;15111;15272;15288;15529;15752;15920;16514;17106;19135;19532;19533	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	86;577;1102;1288;5328;5959;6782;7760;7761;9652;10167;10168;11099;11305;11678;14295;14805;15325;15613;15779;15795;16043;16270;16443;17057;17664;19756;20162;20163	471;472;473;474;475;3256;3257;3258;3259;3260;6430;6431;6432;6433;6434;6435;7550;7551;7552;7553;7554;7555;7556;7557;7558;7559;7560;31505;31506;31507;31508;31509;31510;31511;35273;35274;35275;35276;35277;35278;40268;40269;40270;40271;40272;40273;46134;46135;46136;46137;46138;46139;46140;46141;46142;46143;46144;46145;57642;57643;57644;57645;57646;57647;60894;60895;60896;60897;60898;60899;60900;60901;60902;60903;60904;60905;66630;66631;66632;66633;66634;66635;67859;67860;67861;67862;67863;67864;70163;70164;70165;70166;70167;70168;85677;85678;88910;88911;88912;88913;88914;91890;91891;91892;93571;93572;93573;93574;93575;93576;94555;94556;94557;94558;94559;94560;94657;94658;94659;94660;94661;94662;96149;96150;96151;96152;96153;97620;97621;97622;97623;97624;97625;98787;98788;98789;98790;98791;98792;98793;98794;98795;98796;98797;98798;102698;102699;102700;102701;102702;102703;106320;106321;106322;106323;106324;106325;118746;118747;118748;118749;118750;118751;121184;121185;121186;121187;121188;121189;121190;121191;121192;121193;121194;121195	421;422;423;3178;6235;7147;7148;7149;7150;7151;7152;7153;7154;7155;7156;7157;7158;7159;7160;30636;30637;30638;30639;34253;34254;34255;34256;39227;39228;39229;39230;39231;39232;44942;44943;44944;44945;44946;44947;44948;44949;44950;44951;44952;56642;56643;56644;56645;56646;56647;59638;59639;59640;59641;59642;59643;59644;59645;59646;59647;59648;59649;59650;59651;59652;59653;59654;65170;65171;65172;65173;65174;65175;65176;65177;65178;65179;65180;65181;66495;66496;66497;66498;68693;68694;68695;68696;68697;68698;68699;68700;68701;68702;68703;68704;68705;68706;83436;86632;89526;91212;91213;91214;91215;91216;91217;91218;91219;91220;91221;91222;91223;91224;91225;91226;91227;91228;92194;92195;92196;92197;92198;92304;92305;92306;92307;93834;95273;96349;96350;96351;96352;96353;96354;96355;96356;96357;96358;96359;96360;96361;96362;96363;96364;100058;100059;100060;100061;100062;103708;103709;103710;103711;103712;103713;103714;103715;103716;116323;116324;116325;116326;116327;118706;118707;118708;118709;118710;118711;118712;118713;118714	421;3178;6235;7155;30638;34255;39228;44946;44952;56647;59642;59653;65173;66495;68705;83436;86632;89526;91227;92197;92307;93834;95273;96356;100059;103713;116325;118706;118713		
sp|P56270|MAZ_HUMAN	sp|P56270|MAZ_HUMAN	2	2	2	>sp|P56270|MAZ_HUMAN Myc-associated zinc finger protein OS=Homo sapiens GN=MAZ PE=1 SV=1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4.8	4.8	4.8	48.607	477	477	0.0004415	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	4.8	4.8	4.8	4.8	4.8	4.8	12431000	1139300	2751400	2527800	1092500	2217900	2701800	731220	67019	161850	148700	64264	130460	158930	0	2046700	2159200	0	1973200	0	0	1	1	0	1	0	3				1217	15802;16817	True;True	16321;17370	97973;97974;97975;97976;97977;97978;104613;104614;104615;104616;104617;104618	95556;95557;102068	95556;102068		
sp|P56279|TCL1A_HUMAN	sp|P56279|TCL1A_HUMAN	2	2	2	>sp|P56279|TCL1A_HUMAN T-cell leukemia/lymphoma protein 1A OS=Homo sapiens GN=TCL1A PE=1 SV=1	1	2	2	2	2	1	1	2	1	2	2	1	1	2	1	2	2	1	1	2	1	2	13.2	13.2	13.2	13.459	114	114	0	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	13.2	7	7	13.2	7	13.2	38078000	4399800	4489000	3513000	11777000	7043200	6856100	5439700	628550	641280	501850	1682400	1006200	979440	4895500	0	0	11893000	0	4999400	0	0	2	2	1	1	6				1218	5843;17852	True;True	6019;18432	35637;35638;35639;110900;110901;110902;110903;110904;110905	34573;108125;108126;108127;108128;108129	34573;108125		
sp|P56537|IF6_HUMAN	sp|P56537|IF6_HUMAN	3	3	3	>sp|P56537|IF6_HUMAN Eukaryotic translation initiation factor 6 OS=Homo sapiens GN=EIF6 PE=1 SV=1	1	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	17.1	17.1	17.1	26.599	245	245	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.4	17.1	17.1	17.1	17.1	17.1	32711000	5981100	3781500	4614400	6955700	6773500	4605100	3634600	664560	420160	512710	772850	752610	511680	9752600	2148000	4135200	6257500	4550800	2500500	2	2	3	5	3	2	17				1219	7536;11911;14493	True;True;True	7752;12212;14976	46082;46083;46084;46085;46086;46087;46088;46089;46090;46091;46092;46093;73478;73479;73480;73481;73482;89919;89920;89921;89922;89923;89924	44899;44900;44901;44902;44903;44904;44905;44906;44907;71932;71933;71934;71935;71936;87641;87642;87643	44900;71933;87641		
sp|P56556|NDUA6_HUMAN	sp|P56556|NDUA6_HUMAN	3	3	3	>sp|P56556|NDUA6_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens GN=NDUFA6 PE=1 SV=3	1	3	3	3	2	3	3	2	3	3	2	3	3	2	3	3	2	3	3	2	3	3	17.5	17.5	17.5	17.871	154	154	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10.4	17.5	17.5	10.4	17.5	17.5	41411000	3184200	10422000	7172500	1773700	9973600	8884600	4601200	353800	1158000	796940	197080	1108200	987180	5549200	7103200	6753200	0	6479900	6464800	1	4	1	3	5	3	17				1220	5175;8306;21658	True;True;True	5331;8538;22349	31521;31522;31523;31524;50962;50963;50964;50965;50966;50967;50968;134314;134315;134316;134317;134318;134319	30661;30662;30663;49825;49826;49827;49828;49829;49830;49831;49832;49833;132028;132029;132030;132031;132032;132033	30662;49828;132030		
sp|P56589|PEX3_HUMAN	sp|P56589|PEX3_HUMAN	2	2	2	>sp|P56589|PEX3_HUMAN Peroxisomal biogenesis factor 3 OS=Homo sapiens GN=PEX3 PE=1 SV=1	1	2	2	2	2	2	2	1	2	1	2	2	2	1	2	1	2	2	2	1	2	1	5.4	5.4	5.4	42.139	373	373	0.00042409	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.4	5.4	5.4	2.7	5.4	2.7	13822000	1547700	4350200	1932400	521590	3663300	1806900	767890	85984	241680	107350	28977	203510	100380	1926200	2633900	2078900	0	2830400	0	0	1	1	0	3	2	7				1221	3403;16176	True;True	3503;16709	20711;20712;20713;20714;20715;20716;20717;100514;100515;100516;100517	19831;19832;19833;19834;19835;19836;19837;97948	19832;97948		
sp|P56937|DHB7_HUMAN	sp|P56937|DHB7_HUMAN	1	1	1	>sp|P56937|DHB7_HUMAN 3-keto-steroid reductase OS=Homo sapiens GN=HSD17B7 PE=1 SV=1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	3.5	3.5	3.5	38.206	341	341	0.0041462	By matching	By MS/MS	By matching	By matching	By matching	By matching	3.5	3.5	3.5	0	3.5	3.5	4295400	576710	1335800	627120	0	765550	990230	286360	38447	89050	41808	0	51037	66015	0	0	0	0	0	754980	0	1	0	0	0	0	1				1222	17492	True	18063	108681;108682;108683;108684;108685	105961	105961		
sp|P57071|PRD15_HUMAN	sp|P57071|PRD15_HUMAN	2	2	2	>sp|P57071|PRD15_HUMAN PR domain zinc finger protein 15 OS=Homo sapiens GN=PRDM15 PE=1 SV=4	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1.5	1.5	1.5	169.27	1507	1507	0.00042265	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	1.5	1.5	1.5	0.9	1.5	1.5	5293200	566340	1116400	861600	387940	1297700	1063300	71530	7653.3	15086	11643	5242.4	17537	14368	0	0	0	0	0	810650	1	1	1	0	1	1	5				1223	8406;10496	True;True	8639;10773	51544;51545;51546;51547;51548;64766;64767;64768;64769;64770;64771	50325;63414;63415;63416;63417;63418	50325;63414		
sp|P57087|JAM2_HUMAN	sp|P57087|JAM2_HUMAN	6	6	6	>sp|P57087|JAM2_HUMAN Junctional adhesion molecule B OS=Homo sapiens GN=JAM2 PE=1 SV=1	1	6	6	6	5	4	6	5	5	5	5	4	6	5	5	5	5	4	6	5	5	5	17.1	17.1	17.1	33.207	298	298	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	13.1	10.7	17.1	13.1	13.1	13.1	188530000	36491000	30438000	24345000	16166000	32572000	48514000	17139000	3317400	2767100	2213200	1469600	2961100	4410400	38090000	24650000	23885000	15528000	21330000	33375000	9	8	9	4	8	8	46				1224	521;1882;3904;14441;14535;18820	True;True;True;True;True;True	531;1935;1936;4016;14921;15020;19427	2974;2975;2976;2977;2978;2979;11384;11385;11386;11387;11388;11389;11390;11391;11392;11393;11394;11395;11396;11397;11398;23790;89603;89604;89605;89606;89607;89608;89609;89610;89611;89612;89613;89614;90164;90165;90166;90167;90168;116690;116691;116692;116693;116694;116695	2928;2929;2930;2931;2932;2933;10934;10935;10936;10937;10938;10939;10940;10941;10942;10943;10944;10945;22921;87354;87355;87356;87357;87358;87359;87360;87361;87362;87363;87364;87365;87887;87888;114309;114310;114311;114312;114313;114314;114315;114316;114317;114318;114319;114320;114321;114322	2930;10937;22921;87360;87888;114310	537	285
sp|P57088|TMM33_HUMAN	sp|P57088|TMM33_HUMAN	6	6	6	>sp|P57088|TMM33_HUMAN Transmembrane protein 33 OS=Homo sapiens GN=TMEM33 PE=1 SV=2	1	6	6	6	5	6	6	5	6	6	5	6	6	5	6	6	5	6	6	5	6	6	23.5	23.5	23.5	27.978	247	247	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	19.8	23.5	23.5	19.8	23.5	23.5	143110000	15539000	31492000	18180000	15992000	33645000	28263000	13010000	1412600	2862900	1652800	1453800	3058600	2569400	16629000	23645000	17611000	17251000	22788000	22349000	4	7	6	4	9	8	38				1225	1154;7045;10528;10674;12364;19055	True;True;True;True;True;True	1182;7246;10806;10952;12676;19672	6922;6923;6924;6925;6926;6927;43017;43018;43019;43020;43021;43022;64970;64971;64972;64973;64974;64975;65816;65817;65818;65819;76290;76291;76292;76293;76294;76295;118263;118264;118265;118266;118267;118268	6653;6654;6655;6656;6657;6658;6659;6660;41899;41900;41901;41902;41903;41904;41905;41906;41907;41908;41909;41910;41911;41912;41913;41914;41915;63624;63625;63626;63627;64448;64449;64450;64451;74649;115817;115818;115819;115820	6656;41900;63626;64448;74649;115818		
sp|P57678|GEMI4_HUMAN	sp|P57678|GEMI4_HUMAN	9	9	9	>sp|P57678|GEMI4_HUMAN Gem-associated protein 4 OS=Homo sapiens GN=GEMIN4 PE=1 SV=2	1	9	9	9	5	9	9	5	9	9	5	9	9	5	9	9	5	9	9	5	9	9	11	11	11	120.04	1058	1058	0	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7.1	11	11	7.4	11	11	52501000	2680600	13731000	7788700	2768700	13751000	11781000	972240	49640	254270	144230	51272	254650	218170	4527700	8924900	8235800	4607500	8815700	7447700	0	7	7	1	7	10	32				1226	6422;6707;10497;11518;12823;17055;17953;19261;20999	True;True;True;True;True;True;True;True;True	6605;6896;10774;11808;13144;17612;18536;19888;21669	39205;39206;39207;39208;39209;39210;40951;40952;40953;40954;64772;64773;64774;64775;64776;64777;70968;70969;70970;70971;70972;79028;79029;79030;79031;79032;79033;106031;106032;106033;106034;111523;111524;111525;111526;111527;119549;119550;119551;119552;130283;130284;130285;130286;130287;130288	38180;39801;39802;63419;63420;63421;63422;69421;77309;77310;103484;103485;103486;103487;103488;103489;108751;108752;108753;108754;108755;117039;117040;117041;128227;128228;128229;128230;128231;128232;128233;128234;128235	38180;39802;63419;69421;77310;103488;108751;117040;128229		
sp|P57740|NU107_HUMAN	sp|P57740|NU107_HUMAN	15	15	15	>sp|P57740|NU107_HUMAN Nuclear pore complex protein Nup107 OS=Homo sapiens GN=NUP107 PE=1 SV=1	1	15	15	15	13	14	15	13	15	13	13	14	15	13	15	13	13	14	15	13	15	13	20.8	20.8	20.8	106.37	925	925	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	18.6	19.9	20.8	18.9	20.8	18.6	87165000	9297700	21367000	11902000	6354100	22525000	15719000	1709100	182310	418960	233370	124590	441660	308220	10296000	14816000	12829000	8182100	14784000	11549000	2	15	11	2	14	6	50				1227	235;764;3421;6411;7773;8228;9689;13052;16314;16319;16876;19345;19794;20362;20821	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	238;781;3521;6594;7998;8459;9951;13379;16850;16855;17430;19973;20431;21011;21485	1310;1311;4507;4508;4509;4510;4511;20824;20825;20826;20827;20828;20829;39120;39121;39122;39123;39124;39125;47684;47685;47686;47687;47688;47689;50502;50503;50504;50505;50506;50507;59443;59444;59445;59446;59447;59448;80350;80351;80352;80353;80354;80355;101449;101450;101451;101452;101453;101454;101490;101491;101492;101493;101494;101495;104946;104947;104948;104949;120040;120041;120042;120043;120044;120045;122806;122807;122808;122809;122810;122811;126308;126309;126310;126311;126312;126313;126314;126315;126316;126317;126318;129194;129195;129196;129197;129198;129199	1201;1202;4336;4337;4338;19920;19921;19922;19923;19924;38097;38098;38099;46520;49316;49317;58286;58287;58288;58289;78548;98885;98886;98887;98888;98889;98934;98935;98936;98937;98938;102421;102422;102423;102424;117557;117558;120446;120447;120448;120449;120450;124310;124311;124312;124313;124314;124315;127214;127215;127216;127217	1201;4337;19920;38098;46520;49317;58286;78548;98886;98934;102423;117557;120447;124311;127216		
sp|P57772|SELB_HUMAN	sp|P57772|SELB_HUMAN	2	2	2	>sp|P57772|SELB_HUMAN Selenocysteine-specific elongation factor OS=Homo sapiens GN=EEFSEC PE=1 SV=4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	5	5	65.304	596	596	0	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	5	5	5	5	5	5	9860300	854620	2692000	1654000	1657000	1519700	1483100	340010	29469	92827	57033	57139	52404	51140	924870	1994000	1548500	1720000	1139700	1127600	0	2	0	3	2	1	8				1228	1252;8553	True;True	1281;8789	7503;7504;7505;7506;7507;7508;52488;52489;52490;52491;52492;52493	7117;7118;7119;7120;7121;51320;51321;51322	7121;51322		
sp|P58335|ANTR2_HUMAN;sp|Q9H6X2|ANTR1_HUMAN	sp|P58335|ANTR2_HUMAN	10;1	10;1	10;1	>sp|P58335|ANTR2_HUMAN Anthrax toxin receptor 2 OS=Homo sapiens GN=ANTXR2 PE=1 SV=5	2	10	10	10	9	9	9	10	9	9	9	9	9	10	9	9	9	9	9	10	9	9	17.8	17.8	17.8	53.666	489	489;564	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16	16	16	17.8	16	16	301350000	35705000	65016000	39538000	23617000	67835000	69637000	12054000	1428200	2600700	1581500	944680	2713400	2785500	41931000	42950000	40010000	24442000	50475000	52495000	13	12	10	9	12	10	66				1229	3663;6243;7084;10235;10395;10548;10592;10593;16340;21462	True;True;True;True;True;True;True;True;True;True	3769;6424;7285;10511;10671;10826;10870;10871;16877;22148	22274;22275;22276;22277;22278;22279;37997;37998;37999;38000;38001;38002;43263;43264;43265;43266;43267;43268;63143;63144;63145;63146;63147;63148;64145;64146;64147;64148;64149;64150;65081;65317;65318;65319;65320;65321;65322;65323;65324;65325;65326;65327;65328;101622;101623;101624;101625;101626;101627;133155;133156;133157;133158;133159;133160;133161;133162;133163;133164;133165;133166	21335;21336;21337;21338;21339;21340;21341;21342;21343;21344;36688;42116;42117;42118;42119;42120;42121;61689;61690;61691;61692;61693;61694;61695;61696;61697;62675;62676;62677;63757;63953;63954;63955;63956;63957;63958;63959;63960;63961;63962;63963;63964;99061;99062;99063;99064;99065;99066;99067;99068;130880;130881;130882;130883;130884;130885;130886;130887;130888;130889;130890;130891;130892;130893;130894;130895	21339;36688;42117;61693;62676;63757;63953;63956;99061;130886	538	245
sp|P58546|MTPN_HUMAN	sp|P58546|MTPN_HUMAN	4	4	4	>sp|P58546|MTPN_HUMAN Myotrophin OS=Homo sapiens GN=MTPN PE=1 SV=2	1	4	4	4	4	3	3	4	4	4	4	3	3	4	4	4	4	3	3	4	4	4	35.6	35.6	35.6	12.895	118	118	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	35.6	28	28	35.6	35.6	35.6	36951000	6569300	4207800	3539800	7697200	8247400	6689000	6158400	1094900	701300	589970	1282900	1374600	1114800	6613600	3599000	4998000	7608700	4629000	4887000	3	2	3	3	2	3	16				1230	5925;6829;13910;19730	True;True;True;True	6103;7027;14358;20364	36150;36151;36152;36153;41726;41727;41728;41729;41730;41731;86070;86071;86072;86073;86074;86075;122389;122390;122391;122392;122393;122394;122395	35073;40604;40605;40606;40607;40608;83774;83775;83776;83777;83778;120038;120039;120040;120041;120042;120043	35073;40607;83776;120041		
sp|P58549|FXYD7_HUMAN	sp|P58549|FXYD7_HUMAN	1	1	1	>sp|P58549|FXYD7_HUMAN FXYD domain-containing ion transport regulator 7 OS=Homo sapiens GN=FXYD7 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16.2	16.2	16.2	8.5238	80	80	0.0041588	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	16.2	16.2	16.2	16.2	16.2	16.2	34584000	6751400	6828100	4654500	3494200	5912900	6943200	11528000	2250500	2276000	1551500	1164700	1971000	2314400	0	0	0	0	0	5293600	2	2	2	1	0	2	9				1231	16699	True	17249	103863;103864;103865;103866;103867;103868	101322;101323;101324;101325;101326;101327;101328;101329;101330	101322		
sp|P59998|ARPC4_HUMAN	sp|P59998|ARPC4_HUMAN	5	5	5	>sp|P59998|ARPC4_HUMAN Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens GN=ARPC4 PE=1 SV=3	1	5	5	5	4	2	2	4	5	4	4	2	2	4	5	4	4	2	2	4	5	4	28	28	28	19.667	168	168	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	21.4	11.3	11.3	21.4	28	22.6	16994000	3950800	1295700	1217400	4907100	2405000	3217700	1888200	438980	143970	135270	545230	267220	357520	4255300	1444200	1776800	4078900	1685800	2347100	2	1	1	3	3	3	13				1232	528;4258;7790;9426;20901	True;True;True;True;True	538;4376;8015;9687;21566	3019;3020;3021;3022;25916;25917;25918;25919;25920;25921;47780;47781;47782;57827;57828;57829;57830;57831;57832;129632;129633	2964;24914;24915;24916;24917;24918;24919;46608;46609;56852;56853;56854;56855;127629	2964;24914;46608;56852;127629		
sp|P60174|TPIS_HUMAN	sp|P60174|TPIS_HUMAN	8	8	8	>sp|P60174|TPIS_HUMAN Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=1 SV=3	1	8	8	8	8	4	5	8	7	7	8	4	5	8	7	7	8	4	5	8	7	7	30.8	30.8	30.8	30.791	286	286	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	30.8	16.8	18.9	30.8	30.4	30.4	45864000	10301000	4959900	3919400	12383000	5932100	8368400	2293200	515070	248000	195970	619150	296600	418420	11069000	2857800	6104200	13397000	3533200	4908500	6	1	5	13	2	3	30				1233	5191;7970;8123;15816;17546;18469;21578;21717	True;True;True;True;True;True;True;True	5347;8198;8354;16335;18117;19061;22268;22410	31612;31613;31614;31615;31616;48914;48915;48916;48917;48918;49932;49933;49934;49935;98095;98096;98097;108986;108987;108988;108989;108990;108991;114613;114614;114615;114616;114617;114618;114619;133855;133856;133857;133858;134714;134715;134716;134717;134718;134719	30737;47885;47886;47887;47888;48865;48866;95667;95668;95669;106190;106191;106192;106193;106194;106195;106196;106197;106198;106199;106200;106201;106202;111861;111862;111863;131586;132495;132496;132497	30737;47885;48866;95667;106192;111862;131586;132495		
sp|P60228|EIF3E_HUMAN	sp|P60228|EIF3E_HUMAN	13	13	13	>sp|P60228|EIF3E_HUMAN Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens GN=EIF3E PE=1 SV=1	1	13	13	13	13	12	13	12	12	12	13	12	13	12	12	12	13	12	13	12	12	12	34.2	34.2	34.2	52.22	445	445	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	34.2	31.2	34.2	31.9	31.2	32.4	190610000	19319000	48480000	27951000	23864000	42637000	28359000	6807500	689960	1731400	998260	852280	1522700	1012800	21281000	34125000	28321000	24198000	30812000	22375000	9	13	9	9	11	6	57				1234	574;7519;10459;11126;11463;13699;14245;15174;16272;17754;21069;22491;22492	True;True;True;True;True;True;True;True;True;True;True;True;True	584;7735;10735;11410;11753;14144;14707;15678;16806;18333;21740;23200;23201	3296;3297;3298;3299;3300;45968;45969;45970;45971;64541;64542;64543;64544;64545;64546;64547;64548;68515;68516;68517;68518;68519;68520;70625;70626;70627;70628;70629;70630;84787;84788;84789;84790;84791;84792;88208;88209;88210;88211;88212;88213;93939;93940;93941;93942;93943;93944;101193;101194;101195;101196;101197;101198;110226;110227;110228;110229;110230;130704;130705;130706;130707;130708;130709;139496;139497;139498;139499;139500;139501;139502;139503;139504;139505;139506;139507	3215;3216;3217;44778;63092;63093;63094;63095;63096;67076;67077;67078;67079;67080;67081;67082;69130;69131;69132;69133;69134;69135;69136;82562;82563;85808;85809;85810;85811;85812;85813;91578;91579;91580;91581;91582;91583;91584;91585;91586;98656;107443;107444;107445;107446;128610;128611;128612;128613;128614;137449;137450;137451;137452;137453;137454;137455;137456	3215;44778;63095;67081;69133;82563;85810;91579;98656;107443;128614;137452;137455		
